label	cmd
0	"..USG1_RMAN_FULmminfo -avot -q ""group=RT_nNUMrtusgdbNUM_ORA_USG1_DATA,savetime>1 weeks ago"" | grep sql"
0	..cd
0	..cd /init.d
0	..cfgadm -al
0	..clea
0	..clear
0	..crontab -l
0	..date
0	..diff /sync_auth_sql.xml /BD-L2-SCUIAPNUMcd /
0	..do
0	..e
0	..exit
0	..hagrp -switch SKT_OUT -to telesa3
0	..hastatus -sum
0	..is
0	..jar
0	..jasp
0	..l
0	..mount -F nfs BD-SUNBKNUM:/OSBACKUP /OSBACKUP
0	..ntpq -p
0	..ps -ef
0	..ps -ef |grep zabbix
0	..pwd
0	..reboot
0	..sh
0	..sp..
0	..ulimit -a
0	.2
0	.3
0	.??.sh .sh
0	.AutoChk.sh
0	.ControllerAspect - lampDuration=NUM,NUM%
0	.DAT.gz
0	.MSTOP IOIB
0	.NUM
0	.NUM  NUM.NUMb--- NUM.NUM.5 8.NUM.NUM.NUM.NUM.6
0	.NUM NUM
0	.NUM-NUM-NUM_0*
0	.NUM.NUM
0	.NUM.NUM.NUM
0	.NUM_NUM_NUM_NUM_NUM_NUM
0	.PARAM_VALUE CUSTOMER_ID, :w
0	.TRMN_CUST_CANCEL_IXNUM
0	.^Cls
0	.a.a
0	.bash_profile
0	.bashrc
0	.cNUM
0	.cat
0	.cat /a | awk '{print $2}' > /b
0	.cat /vfstab
0	.cat data_load_icis_sh
0	.cat get_redis_slow_query.sh
0	.cat ldwalias
0	.ccat SCN_ZERO_PI_NUM.shSCN_ZERO_PI_NUM.sh
0	.cd
0	.cd ..
0	.cd /
0	.cd /cpu
0	.cd /scripts
0	.cd OSST/bin
0	.cd TMP/
0	.cd bbin/
0	.cd bin
0	.cd bin/
0	.cd script
0	.cd ~
0	.cdr_comp_p.sh
0	.cdr_mv.sh > cdr_mv_6 &
0	.check
0	.chsrc
0	.clear
0	.com
0	.com_NUM_NUM* | wc -l
0	.config
0	.config.xml.swp
0	.cp upload_NUM upload_NUM
0	.crsctl stop crs
0	.cshrc
0	.d /
0	.d sbin/
0	.daemon_mvnoap_kill_sh
0	.daemon_mvnoap_status_sh
0	.data_table_load_sh
0	.data_update_mpom.sh
0	.date
0	.dlog
0	.dlom
0	.dom
0	.dssa.sh
0	.e
0	.echo |format
0	.error.sh NUM NUM NUM
0	.ess ADJ1ROLLACCUM_EOCNUM_BSS_NUM_NUM.log
0	.exit
0	.fexec /su -
0	.fox.sh
0	.gnome2/
0	.grep NUM *
0	.gz
0	.gz.gz.gz.gz.gz.gz.gz.gz.gz.gz.gz.gz.gz.gz.gz
0	.h -x /ys_check.sh compare NUM_NUM NUM_NUM
0	.hagrp -switch LGT_IN -to dr-telesa.
0	.hagrp -switch SKT_OUT -to dr-telesa4hagrp -switch SKT_OUT -to dr-telesa4
0	.hastatus -sum
0	.history
0	.hp
0	.html
0	.incd /app
0	.infrabot.env
0	.iostat -xcnCXTdz 2 | awk '$6 == NUM || $9 > NUM {print}'
0	.iostat -xn 1 NUM
0	.islog
0	.jar
0	.jar $HOME
0	.jasp
0	.jk
0	.jstat -gcutil -t -h NUM NUM NUM 0check
0	".kinfo -s rtbkmvNUM -avot -q ""client=nNUMrtusgdbNUM,savetime>1 dayasago"" | grep c-f"""
0	".kmminfo -s rtbksvNUM -avot -q ""client=nNUMrtusgdbNUM,savetime>3 days ago"" | grep dbf"
0	.ll
0	.lo | grep NUM | les | grep NUM | les | grep NUM | les | grep NUM | les | grep NUM | les | grep NUM | les | grep NUM | lessw | grep NUM | les | grep NUM | les | grep NUM | lessr | grep NUM
0	.lo.lo.lo.lo.lo.lo.lo.lo.lo.lo.lo.lo*
0	.log
0	".log | grep ""NUM-NUM|NUM-NUM"" | les.log | grep ""NUM-NUM|NUM-NUM"" | lesspxa"
0	.log | grep NUM | lelog | gre
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | less
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lesspxa
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessvpxa
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessox.log | grep NUM | les.log | grep NUM | l
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lesspxa
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessw.log | grep NUM | les.log | grep NUM | le
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lesspxa
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | less.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | less.log | grep NUM | lessvpxa
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | less_1 | les | les | less-NUM
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessb.log | grep NUM | les.log | grep NUM | lessvpxa
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessbo.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessb.log | grep NUM |
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessbp.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessvpxa
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessv.log | grep NUM | lessox.log | grep NUM | les.log | grep NUM | les.log | grep NUM |
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessv.log | grep NUM | lesspxa
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessvmk.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM |
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessvmke.log | grep NUM | lessren.log | grep NUM | les.log | grep NUM | les.log | grep NUM
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessvmkenre.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessvmkeren.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessnel
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessvmkerene.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessvmkernel
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessvmkernel.log | grNUM-NUM
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessvmkernel.log | grep NUM-NUM
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessvmkner.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessvoxa
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessvp.log | grep NUM | lessxa
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessvpxa
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessvpxa.log | grep NUM | less
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessw.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | le
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessw.log | grep NUM | les.log | grep NUM | lessvpxa
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lesswa.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | l
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lesswari.log | grep NUM | les.log | grep NUM | lessning.log | grep NUM-NUM
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lesswarmom.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lesswarn.log | grep NUM | lessing
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lesswarnin.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lesswarning
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lesswarning.
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lesswarning.log | g NUM-NUM
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lesswarning.log | grep NUM-0 | less6
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lesswarning.log | grep NUM-2 | les | lessNUM
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lesswarning.log | grep NUM-NUM
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lesswq.log | grep NUM | less.log | grep NUM | les.log | grep NUM | les.log | grep NUM |
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | less vmkenre.log | grep NUM | les.log | grep NUM | lessrnel.log | grep NUM-NUM
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | less vpxa
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | less.log | grep NUM | les.log | grep NUM | lessvpxa
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | less.log | grep NUM | les.log | grep NUM | lessw.log | grep NUM | les.log | grep NUM | les.log | grep NUM | l
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | less.log | grep NUM | les.log | grep NUM | lessw.log | grep NUM | less.log | grep NUM | les.log | grep NUM |
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | less.log | grep NUM | less.log | grep NUM | les.log | grep NUM | lessvox.log | grep NUM | les.log | grep NUM
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessb.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessvpxa
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessv.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessvpxa
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessvm.log | grep NUM | lesske.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessvmk.log | grep NUM | less.log | grep NUM | lesswarning.log | grep NUM-NUM
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessvmke.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM |
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessvpxa
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessw.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessw.log | grep NUM | les.log | grep NUM |
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lesswarning
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | gronfig
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | less.log | grep NUM | les.log | grep NUM | lessmke.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM |
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessmk.log | grep NUM | lessernel
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessmke.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | less
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessmker.log | grep NUM | lessn.log | grep NUM | lessel
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessmkw.log | grep NUM | less.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM |
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessnje.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessmke.log | grep NUM | les.log | grep NUM
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessv.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessvpxa
0	.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessvmke.log | grep NUM | lessrnel
0	.log | grep NUM | les.log | grep NUM | less vpxa
0	.log | grep NUM | les.log | grep NUM | lessvpxa
0	.log | grep NUM | less
0	.log | grep NUM | less              .log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessw.log | grep NUM | les.log | grep NUM | les.log |
0	.log | grep NUM | less.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessw.log | grep NUM | les.log | grep NUM | les.log | grep NUM | l
0	.log | grep NUM | lessb.log | grep NUM | les.log | grep NUM | lessvpcs
0	.log | grep NUM | lessmke.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | lessl
0	.log | grep NUM | lessmke.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | les.log | grep NUM | less
0	.log | grep NUM | lessvmkernel
0	.log | grep NUM | lessvpxa
0	.log | grep NUM-0 | less7
0	.log | grep NUM-9 | less | lessNUM
0	.log | grep NUM-NUM | NUM-0 | les | les | les | les | les | les | les | les | les | less
0	.log | grep NUM-NUM | les.log | grep NUM-NUM | les.log | grep NUM-NUM | les.log | grep NUM-NUM | les.log | grep NUM-NUM | les.log | grep NUM-NUM | les.log | grep NUM-NUM | les.log | grep NUM-NUM | le
0	.log | grep NUM-NUM | les.log | grep NUM-NUM | les.log | grep NUM-NUM | les.log | grep NUM-NUM | les.log | grep NUM-NUM | les.log | grep NUM-NUM | les.log | grep NUM-NUM | lessmkwarin.log | grep NUM
0	.log | grep NUM-NUM | les.log | grep NUM-NUM | les.log | grep NUM-NUM | les.log | grep NUM-NUM | les.log | grep NUM-NUM | les.log | grep NUM-NUM | les.log | grep NUM-NUM | lesspxa.log | grep NUM-0 |
0	.log | grep NUM-NUM | les.log | grep NUM-NUM | les.log | grep NUM-NUM | les.log | grep NUM-NUM | les.log | grep NUM-NUM | lessvmkernel
0	.log | grep NUM-NUM | les.log | grep NUM-NUM | les.log | grep NUM-NUM | les.log | grep NUM-NUM | les.log | grep NUM-NUM | lessvmkernel.log | grep NUM-NUM
0	.log | grep NUM-NUM | les.log | grep NUM-NUM | les.log | grep NUM-NUM | les.log | grep NUM-NUM | les.log | grep NUM-NUM | lesswarn.log | grep NUM-NUM | lessing
0	.log | grep NUM-NUM | les.log | grep NUM-NUM | les.log | grep NUM-NUM | les.log | grep NUM-NUM | les.log | grep NUM-NUM | lesswarning
0	.log | grep NUM-NUM | les.log | grep NUM-NUM | les.log | grep NUM-NUM | lesswarning
0	.log | grep NUM-NUM | lesswarning
0	.log |awk '{print$4}' |sort -n |uniq -c > ~uh_NUM_NUM_2nd.txt
0	".log |grep ""() "".log |grep ""() "".log |grep ""() "" .log |grep ""() "" |.log |grep ""() "" |wc -.log |grep ""() "" |wc -.log |grep ""() "" |wc -.log |grep ""(NUM"
0	.log |grep -v 'SUC' |grep -v ',NUM,NUM,'  |cut -d ',' -f4  |sort |uniq -c
0	.log.gz | grep info | grep -v spinfo | awk -F ' ' '{print substr($9,1,6)}' | sort | uniq -c1
0	.log.gz | grep info | grep -v spinfo | awk -F ' ' '{print substr($9,1,6)}' | sort | uniq -c2
0	.log.gz | grep info | grep -v spinfo | awk -F ' ' '{print substr($9,1,6)}' | sort | uniq -c4
0	.log.gz | grep info | grep -v spinfo | awk -F ' ' '{print substr($9,1,6)}' | sort | uniq -c5
0	.log_zip_cdr_enc_sh
0	.log_zip_enc_sh
0	.log_zip_enc_sh2
0	.log|grep -B
0	.log|grep -B 2
0	".log|grep -B 2 ""handleErredResponse from"".log|grep -B 2 ""handleErredResponse from""|grep Time"
0	.ls
0	.ls -l
0	.ls -la
0	.ls -lrt
0	.ls -ltr
0	.make_std.sh
0	.masterConsole.sh
0	.mdep
0	.metastat -c
0	.mvno_bat_chg_NUM_sh
0	.mw
0	.netstat -an | grep NUM
0	.netstat -an|grep NUM
0	.nnohup  /extData_TS_v.BIGDATA.sh NUM NUM >>
0	.ntpq -p
0	.nzipcd /s
0	.ogcheck
0	.ora tnsnamescp tnsnames.ora tnsnamrm -f secure-NUM secure-NUM  secure-NUMdu -h --max-depth=1 |sort  -hr
0	.out p-x-pk1-djmdb1_cpu.rep > join_cpu.tmpjddjjOjoin join_cpu.out p-x-pk1-djmdb2_cpu.rep > join_cpu.tmp
0	.pair_volchk.sh
0	.passwd sms4
0	.pdfls
0	.pfexec /su -
0	.profile
0	.prov_monitor.sh
0	.prstat -a
0	.prtdiag -v
0	".prtdiag -v |grep ""System Configuration"""
0	.ps
0	.ps -ef
0	.ps -ef | grep intelli | grep -v grep
0	.ps -ef | grep sycros
0	.ps -ef |grep zabbix
0	.ps.sh
0	.pullHF.sh NUM
0	.pwd
0	.q*
0	.rm -f /catalina.NUM-NUM-NUM.log
0	.rm /appNUM_NUM.log
0	.route -p add net IP_ADDRESS/NUM IP_ADDRESS
0	.rsc
0	.run.sh
0	.s
0	.sav info -p
0	.servechrntpq -p
0	.sett
0	.sh
0	.sh &
0	.sh -x sys_check.sh save
0	.sh .linux7_install_tool_box_vNUM_modify.sh
0	.sh .mo_s_count.sh #NUM
0	.sh NUM NUM NUM diff_Err_Type_SUM.sh NUM NUM NUM diff_Err_Type_SUM.sh NUM NUM NUM diff_Err_Type_SUM.sh NUM NUM
0	.sh gms.sh gmmscNUM
0	.sh2
0	.sh3
0	.sh4
0	.sl
0	.so_b4hfNUMll libgaproutcollect*
0	.sql
0	.ss
0	.ssat sy _invalid _object _check
0	.ssav info -a
0	.sstartWeb.sh
0	.st.op.sh
0	.st.opAll.sh
0	.start
0	.start.sh
0	.startAgent.sh
0	.start_mon_ps.sh
0	.stop.sh
0	.sttopAll.sh
0	.t.sh
0	.tail
0	.tar.gz
0	.tar_enc_rm_NUM_sh > tar_enc_rm_NUM_sh.log mv tar_enc_rm_NUM_sh tar_enc_rm_NUM
0	.tmp
0	.tomcat_SmcpCore.sh stop
0	.txt uh_NUM_NUM.txt
0	.unset LANG
0	.uptime
0	.versionup_monitor_a_sh &
0	.versionup_sr_checklist_sh
0	.w
0	.was_chk.sh
0	.wasbin1
0	.wt
0	.xxxi/
0	.zpool iostat 3
0	.zpool status rpool
0	/
0	/                                                                                      seobisecons -s
0	/                                                                                 qmore access_log.NUM-NUM-NUM.log
0	/                                                                                 scagent stop
0	/                      STATUS_P_E_NUM_cnt_v2.log
0	/        cd /apcd /SCR
0	/    juice_receiver_chk_s/juice_receiver_stop_sh
0	/  NUM
0	/  NUM:NUM
0	/  in
0	/  mvnoRunJobs_sh mor_cdr.sh MPFileMgmtServer
0	/ - pus
0	/ -maxdepth 1
0	"/ -name ""SRATER_FIBUSINF_IDNUM_T*NUM*DAT""|   xargs wc -l | awk '{printf $1}'`:w"
0	/ -opSvrNUM.sh .sh
0	/ ./   6. NUM
0	/ /
0	/ / /Binary
0	/ /E
0	/ /EncryptKey.der.old
0	/ /c /co /con /NUM
0	/ /discagent start
0	/ /g'
0	/ /g' | sed 's/ /g'
0	/ /scripts
0	/ /stop.sh
0	/ 0.NUM
0	/ BadPaddingException
0	/ Baynex/
0	/ Connect Fail : NUM
0	/ Connection refused
0	/ DayCheck.sh
0	/ E
0	/ Got signal NUM
0	/ IpLoginTryCount Batch Process
0	/ Ix5HlZZbJ3BQJmlzItffwnPK1pN-KWvdEJShtk6u
0	/ JeusServer_NUM* /
0	/ KaitSnd.sh >>  lose_can_NUM.log
0	/ LIMC
0	/ MEMBER JOIN SDPException
0	/ Main_CX4-NUM_SPB.sh
0	/ NUM
0	/ NUM.NUM.NUM
0	/ NUM:
0	/ NUM:0
0	/ NUM:NUM
0	/ NUM:NUM:
0	/ NUM:NUM:4
0	/ NUM:NUM:5
0	/ NUM:NUM:NUM
0	/ NUM:NUM:NUM.4
0	/ NUM:NUM:NUM:
0	/ NUM:NUMexit
0	/ Oct NUM NUM: NUM
0	/ Oct NUM NUM:1
0	/ SMTP_MANAGER.sh -m
0	/ TR NUM
0	/ VNXNUM_SPA.sh
0	/ W
0	/ Wrong incoming SIC message
0	/ all.sh
0	/ as sysasm
0	/ as sysdba
0	/ copycm_NUM.s/copycm_NUM.sh RECON_SUBSCRIBER_NUM
0	/ daily_check.sh
0	/ dailycheck.sh
0	/ dd.sh
0	/ getUserInfo] Connect Fail
0	/ insert _Sync.sh
0	/ kd.ksh Account _PrPROD_rb.txt 'ps -ef | grep ES_RB | grep -v grep'
0	/ kis_NUM.sh
0	/ load_file.sh
0	/ loogdump
0	/ miscellaneous.mms.mmsSend
0	/ nbil_display.sh
0	/ osst_instveruplist/osst_instveruplist osst_upload_NUM NUM
0	/ osst_upload_NUM_2 NUM
0	/ osst_upload_NUM_6 NUM
0	/ pair_volchk.sh
0	/ pairdisplay.sh/pairdisplay.sh
0	/ peer_mzn_check_v3.sh
0	/ prov_monitor.sh
0	/ qcheck_timesten.sh
0	/ quick_shell_solaris.sh
0	/ rb_log _chk.sh
0	/ rivacycheck.sh
0	/ scheduler_stop
0	/ scheduler_stop.sh
0	/ sherpa_start.sh
0	/ sicdmDomNUM
0	/ startup_if.sh
0	/ tail -1 /timesten_memory_logging.log tail -1 /timesten_memory_logging.log
